user_id,group,revenue
1339,A,355.61
1340,A,2349.29
1341,A,381.92
1342,A,198.77
1343,A,235.74
1344,A,102.97
1345,A,531.06
1346,A,59.7
1347,A,924.8
1348,A,240.18
1349,A,207.87
1350,A,613.63
1351,A,188.55
1352,A,324.49
1353,A,505.42
1354,A,76.18
1355,A,153.87
1356,A,2233.53
1357,A,43.89
1358,A,208.78
1359,A,577.64
1360,A,730.77
1361,A,165.75
1362,A,1175.2
1363,A,1831.75
1364,A,378.58
1365,A,393.48
1366,A,220.35
1367,A,309.76
1368,A,214.86
1369,A,233.32
1370,A,421.68
1371,A,77.02
1372,A,396.83
1373,A,109.44
1374,A,271.39
1375,A,1568.57
1376,A,46.13
1377,A,436.34
1378,A,782.14
1379,A,3437.47
1380,A,1060.25
1381,A,3298.06
1382,A,370.82
1383,A,596.78
1384,A,1663.65
1385,A,128.29
1386,A,113.27
1387,A,29.48
1388,A,46.42
1389,A,180.52
1390,A,258.03
1391,A,1047.46
1392,A,345.41
1393,A,454.1
1394,A,328.31
1395,A,53.86
1396,A,99.59
1397,A,492.86
1398,A,36.51
1399,A,282.05
1400,A,843.56
1401,A,154.79
1402,A,1178.5
1403,A,407.22
1404,A,920.17
1405,A,228.33
1406,A,1055.8
1407,A,767.09
1408,A,176.16
1409,A,173.68
1410,A,421.55
1411,A,1954.75
1412,A,659.76
1413,A,4257.17
1414,A,392.12
1415,A,1459.0
1416,A,82.37
1417,A,49.09
1418,A,282.72
1419,A,381.59
1420,A,136.74
1421,A,779.97
1422,A,291.55
1423,A,369.45
1424,A,3011.34
1425,A,291.03
1426,A,578.75
1427,A,764.77
1428,A,644.91
1429,A,680.84
1430,A,108.25
1431,A,471.87
1432,A,204.59
1433,A,915.61
1434,A,245.19
1435,A,2747.8
1436,A,1933.91
1437,A,752.32
1438,A,59.57
1439,A,186.05
1440,A,303.53
1441,A,349.82
1442,A,332.85
1443,A,56.89
1444,A,447.65
1445,A,567.08
1446,A,3276.01
1447,A,2526.62
1448,A,284.51
1449,A,656.15
1450,A,529.26
1451,A,202.02
1452,A,179.59
1453,A,650.87
1454,A,335.9
1455,A,195.24
1456,A,317.83
1457,A,194.87
1458,A,1226.98
1459,A,8101.98
1460,A,735.73
1461,A,324.37
1462,A,120.58
1463,A,383.5
1464,A,151.44
1465,A,5090.0
1466,A,512.8
1467,A,440.53
1468,A,106.45
1469,A,163.29
1470,A,54.05
1471,A,594.37
1472,A,223.58
1473,A,804.65
1474,A,276.6
1475,A,313.72
1476,A,911.58
1477,A,77.75
1478,A,1798.18
1479,A,505.26
1480,A,802.81
1481,A,247.63
1482,A,898.54
1483,A,1427.58
1484,A,876.91
1485,A,445.08
1486,A,373.41
1487,A,326.18
1488,A,323.42
1489,A,1575.57
1490,A,178.29
1491,A,771.25
1492,A,73.7
1493,A,77.7
1494,A,206.34
1495,A,205.0
1496,A,33.87
1497,A,353.75
1498,A,472.45
1499,A,432.7
1500,A,411.74
1501,A,403.91
1502,A,161.71
1503,A,800.8
1504,A,410.02
1505,A,504.0
1506,A,320.06
1507,A,1112.15
1508,A,109.82
1509,A,495.03
1510,A,642.64
1511,A,877.55
1512,A,875.62
1513,A,266.23
1514,A,148.42
1515,A,231.82
1516,A,157.48
1517,A,346.78
1518,A,229.18
1519,A,573.41
1520,A,264.11
1521,A,2233.12
1522,A,352.79
1523,A,239.94
1524,A,226.5
1525,A,43.46
1526,A,1298.91
1527,A,1182.52
1528,A,755.53
1529,A,195.6
1530,A,2748.94
1531,A,387.79
1532,A,49.49
1533,A,154.93
1534,A,275.23
1535,A,236.73
1536,A,76.2
1537,A,142.43
1538,A,237.21
1539,A,499.48
1540,A,580.7
1541,A,627.19
1542,A,759.28
1543,A,43.92
1544,A,3430.37
1545,A,507.28
1546,A,444.16
1547,A,558.98
1548,A,439.24
1549,A,186.38
1550,A,127.3
1551,A,114.48
1552,A,740.17
1553,A,71.7
1554,A,171.66
1555,A,979.35
1556,A,261.48
1557,A,614.47
1558,A,91.22
1559,A,174.26
1560,A,1054.36
1561,A,284.66
1562,A,1120.74
1563,A,155.42
1564,A,517.5
1565,A,1038.77
1566,A,1654.81
1567,A,962.0
1568,A,211.16
1569,A,322.52
1570,A,291.59
1571,A,367.88
1572,A,103.94
1573,A,6437.21
1574,A,93.02
1575,A,1151.94
1576,A,916.56
1577,A,574.32
1578,A,253.93
1579,A,457.83
1580,A,1949.54
1581,A,269.13
1582,A,368.46
1583,A,355.27
1584,A,225.31
1585,A,2746.86
1586,A,113.83
1587,A,462.34
1588,A,1806.47
1589,A,813.03
1590,A,110.82
1591,A,278.79
1592,A,458.22
1593,A,88.16
1594,A,1766.62
1595,A,532.99
1596,A,488.65
1597,A,1414.01
1598,A,430.66
1599,A,119.37
1600,A,275.16
1601,A,817.16
1602,A,176.81
1603,A,146.63
1604,A,380.36
1605,A,157.33
1606,A,1168.16
1607,A,117.17
1608,A,483.24
1609,A,1298.82
1610,A,739.27
1611,A,1394.22
1612,A,179.78
1613,A,53.4
1614,A,372.15
1615,A,283.94
1616,A,1450.2
1617,A,636.39
1618,A,1764.76
1619,A,185.78
1620,A,562.24
1621,A,903.45
1622,A,270.1
1623,A,488.08
1624,A,367.58
1625,A,3405.89
1626,A,212.72
1627,A,298.33
